"Rec No","Orderid","Ordervgepointer","Orderbol","Createdby","Locked","Orderprinted","Ordercancelled","Orderdate","Cancelledby","Cancelleddate"
       28297,        23413,         1393,        86422,"chevaughn",  0,  1,  0,20171209,,
       28298,        23414,         1404,        87069,"Chevelle",  0,  1,  0,20171211,,
       28299,        23415,         1404,        87064,"Chevelle",  0,  1,  0,20171211,,
       28300,        23416,         1404,        87058,"Chevelle",  0,  1,  0,20171211,,
       28301,        23417,         1404,        87036,"Chevelle",  0,  1,  0,20171211,,
       28302,        23418,         1404,        87049,"Chevelle",  0,  1,  0,20171211,,
       28303,        23419,         1404,        87043,"Chevelle",  0,  1,  0,20171211,,
       28304,        23420,         1404,        87051,"Chevelle",  0,  1,  0,20171211,,
       28305,        23421,         1404,        87039,"Chevelle",  0,  1,  0,20171211,,
       28306,        23422,         1404,        87046,"Chevelle",  0,  1,  0,20171211,,
       28307,        23423,         1404,        87041,"Chevelle",  0,  1,  0,20171211,,
       28308,        23424,         1404,        87054,"Chevelle",  0,  1,  0,20171211,,
       28309,        23425,         1404,        87065,"Chevelle",  0,  1,  0,20171211,,
       28310,        23426,         1404,        87076,"Chevelle",  0,  1,  0,20171211,,
       28311,        23427,         1404,        87074,"Chevelle",  0,  1,  0,20171211,,
       28312,        23428,         1404,        87040,"Chevelle",  0,  1,  0,20171211,,
       28313,        23429,         1404,        87068,"Chevelle",  0,  1,  0,20171211,,
       28314,        23430,         1404,        87037,"Chevelle",  0,  1,  0,20171211,,
       28315,        23431,         1404,        87061,"Chevelle",  0,  1,  0,20171211,,
       28316,        23432,         1404,        87062,"Chevelle",  0,  1,  0,20171211,,
       28317,        23433,         1404,        87070,"Chevelle",  0,  1,  0,20171211,,
       28318,        23434,         1404,        87050,"Chevelle",  0,  1,  0,20171211,,
       28319,        23435,         1404,        87044,"Chevelle",  0,  1,  0,20171211,,
       28320,        23436,         1404,        87055,"Chevelle",  0,  1,  0,20171211,,
       28321,        23437,         1404,        87042,"Chevelle",  0,  1,  0,20171211,,
       28322,        23438,         1404,        87047,"Chevelle",  0,  1,  0,20171211,,
       28323,        23439,         1404,        87035,"Chevelle",  0,  1,  0,20171211,,
       28324,        23440,         1404,        87057,"Chevelle",  0,  1,  0,20171211,,
       28325,        23441,         1404,        87067,"Chevelle",  0,  1,  0,20171211,,
       28326,        23442,         1404,        87038,"Chevelle",  0,  1,  0,20171211,,
       28327,        23443,         1404,        87081,"Chevelle",  0,  1,  0,20171211,,
       28328,        23444,         1404,        87048,"Chevelle",  0,  1,  0,20171211,,
       28329,        23445,         1404,        87053,"Chevelle",  0,  1,  0,20171211,,
       28330,        23446,         1404,        87063,"Chevelle",  0,  1,  0,20171211,,
       28331,        23447,         1404,        87059,"Chevelle",  0,  1,  0,20171211,,
       28332,        23448,         1404,        87077,"Chevelle",  0,  1,  0,20171211,,
       28333,        23449,         1404,        87060,"Chevelle",  0,  1,  0,20171211,,
       28334,        23450,         1404,        87056,"Chevelle",  0,  1,  0,20171211,,
       28335,        23451,         1404,        87034,"Chevelle",  0,  1,  0,20171211,,
       28336,        23452,         1404,        87075,"Chevelle",  0,  1,  0,20171211,,
       28337,        23453,         1404,        87052,"Chevelle",  0,  1,  0,20171211,,
       28338,        23454,         1404,        87072,"Chevelle",  0,  1,  0,20171211,,
       28339,        23455,         1404,        87066,"Chevelle",  0,  1,  0,20171211,,
       28340,        23456,         1404,        87071,"Chevelle",  0,  1,  0,20171211,,
       28341,        23457,         1404,        87073,"Chevelle",  0,  1,  0,20171211,,
       28342,        23458,         1404,        87080,"Chevelle",  0,  1,  0,20171211,,
       28343,        23459,         1404,        87079,"Chevelle",  0,  1,  0,20171211,,
       28344,        23460,         1404,        87078,"Chevelle",  0,  1,  0,20171211,,
       28345,        23461,         1406,        87234,"chevaughn",  0,  1,  0,20171212,,
       28346,        23462,         1406,        87220,"chevaughn",  0,  1,  0,20171212,,
       28347,        23463,         1406,        87202,"chevaughn",  0,  1,  0,20171212,,
       28348,        23464,         1406,        87229,"chevaughn",  0,  1,  0,20171212,,
       28349,        23465,         1406,        87235,"chevaughn",  0,  1,  0,20171212,,
       28350,        23466,         1406,        87227,"chevaughn",  0,  1,  0,20171212,,
       28351,        23467,         1406,        87212,"chevaughn",  0,  1,  0,20171212,,
       28352,        23468,         1406,        87233,"chevaughn",  0,  1,  0,20171212,,
       28353,        23469,         1406,        87209,"chevaughn",  0,  1,  0,20171212,,
       28354,        23470,         1406,        87192,"chevaughn",  0,  1,  0,20171212,,
       28355,        23471,         1406,        87204,"chevaughn",  0,  1,  0,20171212,,
       28356,        23472,         1406,        87181,"chevaughn",  0,  1,  0,20171212,,
       28357,        23473,         1406,        87184,"chevaughn",  0,  1,  0,20171212,,
       28358,        23474,         1406,        87183,"chevaughn",  0,  1,  0,20171212,,
       28359,        23475,         1406,        87177,"chevaughn",  0,  1,  0,20171212,,
       28360,        23476,         1406,        87239,"chevaughn",  0,  1,  0,20171212,,
       28361,        23477,         1406,        87187,"chevaughn",  0,  1,  0,20171212,,
       28362,        23478,         1406,        87188,"chevaughn",  0,  1,  0,20171212,,
       28363,        23479,         1406,        87219,"chevaughn",  0,  1,  0,20171212,,
       28364,        23480,         1406,        87218,"chevaughn",  0,  1,  0,20171212,,
       28365,        23481,         1406,        87238,"chevaughn",  0,  1,  0,20171212,,
       28366,        23482,         1406,        87213,"chevaughn",  0,  1,  0,20171212,,
       28367,        23483,         1406,        87201,"chevaughn",  0,  1,  0,20171212,,
       28368,        23484,         1406,        87172,"chevaughn",  0,  1,  0,20171212,,
       28369,        23485,         1406,        87242,"chevaughn",  0,  1,  0,20171212,,
       28370,        23486,         1406,        87191,"chevaughn",  0,  1,  0,20171212,,
       28371,        23487,         1406,        87190,"chevaughn",  0,  1,  0,20171212,,
       28372,        23488,         1406,        87196,"chevaughn",  0,  1,  0,20171212,,
       28373,        23489,         1406,        87208,"chevaughn",  0,  1,  0,20171212,,
       28374,        23490,         1406,        87240,"chevaughn",  0,  1,  0,20171212,,
       28375,        23491,         1406,        87243,"chevaughn",  0,  1,  0,20171212,,
       28376,        23492,         1406,        87210,"chevaughn",  0,  1,  0,20171212,,
       28377,        23493,         1406,        87171,"chevaughn",  0,  1,  0,20171212,,
       28378,        23494,         1406,        87169,"chevaughn",  0,  1,  0,20171212,,
       28379,        23495,         1406,        87189,"chevaughn",  0,  1,  0,20171212,,
       28380,        23496,         1406,        87170,"chevaughn",  0,  1,  0,20171212,,
       28381,        23497,         1406,        87195,"chevaughn",  0,  1,  0,20171212,,
       28382,        23498,         1406,        87237,"chevaughn",  0,  1,  0,20171212,,
       28383,        23499,         1406,        87236,"chevaughn",  0,  1,  0,20171212,,
       28384,        23500,         1406,        87228,"chevaughn",  0,  1,  0,20171212,,
       28385,        23501,         1406,        87174,"chevaughn",  0,  1,  0,20171212,,
       28386,        23502,         1406,        87241,"chevaughn",  0,  1,  0,20171212,,
       28387,        23503,         1406,        87205,"chevaughn",  0,  1,  0,20171212,,
       28388,        23504,         1406,        87193,"chevaughn",  0,  1,  0,20171212,,
       28390,        23505,         1406,        87182,"chevaughn",  0,  1,  0,20171212,,
       28391,        23506,         1406,        87230,"chevaughn",  0,  1,  0,20171212,,
       28392,        23507,         1406,        87173,"chevaughn",  0,  1,  0,20171212,,
       28393,        23508,         1406,        87221,"chevaughn",  0,  1,  0,20171212,,
       28395,        23509,         1406,        87180,"chevaughn",  0,  1,  0,20171212,,
       28396,        23510,         1406,        87167,"chevaughn",  0,  1,  0,20171212,,
       28397,        23511,         1406,        87216,"chevaughn",  0,  1,  0,20171212,,
       28398,        23512,         1406,        87178,"chevaughn",  0,  1,  0,20171212,,
       28399,        23513,         1406,        87206,"chevaughn",  0,  1,  0,20171212,,
       28400,        23514,         1406,        87207,"chevaughn",  0,  1,  0,20171212,,
       28401,        23515,         1406,        87200,"chevaughn",  0,  1,  0,20171212,,
       28402,        23516,         1406,        87226,"chevaughn",  0,  1,  0,20171212,,
       28403,        23517,         1406,        87194,"chevaughn",  0,  1,  0,20171212,,
       28404,        23518,         1406,        87214,"chevaughn",  0,  1,  0,20171212,,
       28405,        23519,         1406,        87217,"chevaughn",  0,  1,  0,20171212,,
       28406,        23520,         1406,        87179,"chevaughn",  0,  1,  0,20171212,,
       28407,        23521,         1406,        87231,"chevaughn",  0,  1,  0,20171212,,
       28408,        23522,         1406,        87223,"chevaughn",  0,  1,  0,20171212,,
       28409,        23523,         1406,        87186,"chevaughn",  0,  1,  0,20171212,,
       28410,        23524,         1406,        87232,"chevaughn",  0,  1,  0,20171212,,
       28411,        23525,         1406,        87225,"chevaughn",  0,  1,  0,20171212,,
       28412,        23526,         1406,        87203,"chevaughn",  0,  1,  0,20171212,,
       28413,        23527,         1406,        87168,"chevaughn",  0,  1,  0,20171212,,
       28414,        23528,         1406,        87185,"chevaughn",  0,  1,  0,20171212,,
       28415,        23529,         1406,        87211,"chevaughn",  0,  1,  0,20171212,,
       28416,        23530,         1406,        87215,"chevaughn",  0,  1,  0,20171212,,
       28417,        23531,         1406,        87199,"chevaughn",  0,  1,  0,20171212,,
       28418,        23532,         1406,        87224,"chevaughn",  0,  1,  0,20171212,,
       28419,        23533,         1406,        87175,"chevaughn",  0,  1,  0,20171212,,
       28420,        23534,         1406,        87198,"chevaughn",  0,  1,  0,20171212,,
       28421,        23535,         1406,        87197,"chevaughn",  0,  1,  0,20171212,,
       28422,        23536,         1406,        87176,"chevaughn",  0,  1,  0,20171212,,
       28423,        23537,         1406,        87222,"chevaughn",  0,  1,  0,20171212,,
       28424,        23538,         1403,        87027,"SHANDANE",  0,  1,  0,20171212,,
       28425,        23539,         1403,        87005,"SHANDANE",  0,  1,  0,20171212,,
       28426,        23540,         1403,        87014,"SHANDANE",  0,  1,  0,20171212,,
       28427,        23541,         1403,        86998,"SHANDANE",  0,  1,  0,20171212,,
       28428,        23542,         1403,        86986,"SHANDANE",  0,  1,  0,20171212,,
       28429,        23543,         1403,        86981,"SHANDANE",  0,  1,  0,20171212,,
       28430,        23544,         1403,        87021,"SHANDANE",  0,  1,  0,20171212,,
       28431,        23545,         1403,        87003,"SHANDANE",  0,  1,  0,20171212,,
       28432,        23546,         1403,        86980,"SHANDANE",  0,  1,  0,20171212,,
       28433,        23547,         1403,        87011,"SHANDANE",  0,  1,  0,20171212,,
       28434,        23548,         1403,        86996,"SHANDANE",  0,  1,  0,20171212,,
       28435,        23549,         1403,        87019,"SHANDANE",  0,  1,  0,20171212,,
       28436,        23550,         1403,        87020,"SHANDANE",  0,  1,  0,20171212,,
       28437,        23551,         1403,        87008,"SHANDANE",  0,  1,  0,20171212,,
       28438,        23552,         1403,        87006,"SHANDANE",  0,  1,  0,20171212,,
       28439,        23553,         1403,        87024,"SHANDANE",  0,  1,  0,20171212,,
       28440,        23554,         1403,        87007,"SHANDANE",  0,  1,  0,20171212,,
       28441,        23555,         1403,        86985,"SHANDANE",  0,  1,  0,20171212,,
       28442,        23556,         1403,        87028,"SHANDANE",  0,  1,  0,20171212,,
       28443,        23557,         1403,        87023,"SHANDANE",  0,  1,  0,20171212,,
       28444,        23558,         1403,        86993,"SHANDANE",  0,  1,  0,20171212,,
       28445,        23559,         1403,        86979,"SHANDANE",  0,  1,  0,20171212,,
       28446,        23560,         1403,        87032,"SHANDANE",  0,  1,  0,20171212,,
       28447,        23561,         1403,        87000,"SHANDANE",  0,  1,  0,20171212,,
       28448,        23562,         1403,        87001,"SHANDANE",  0,  1,  0,20171212,,
       28449,        23563,         1403,        87009,"SHANDANE",  0,  1,  0,20171212,,
       28450,        23564,         1403,        86991,"SHANDANE",  0,  1,  0,20171212,,
       28451,        23565,         1403,        87018,"SHANDANE",  0,  1,  0,20171212,,
       28452,        23566,         1403,        87016,"SHANDANE",  0,  1,  0,20171212,,
       28453,        23567,         1403,        86994,"SHANDANE",  0,  1,  0,20171212,,
       28454,        23568,         1403,        86988,"SHANDANE",  0,  1,  0,20171212,,
       28455,        23569,         1403,        86989,"SHANDANE",  0,  1,  0,20171212,,
       28456,        23570,         1403,        86983,"SHANDANE",  0,  1,  0,20171212,,
       28457,        23571,         1403,        87022,"SHANDANE",  0,  1,  0,20171212,,
       28458,        23572,         1403,        87030,"SHANDANE",  0,  1,  0,20171212,,
       28459,        23573,         1403,        87013,"SHANDANE",  0,  1,  0,20171212,,
       28460,        23574,         1403,        86987,"SHANDANE",  0,  1,  0,20171212,,
       28461,        23575,         1403,        86978,"SHANDANE",  0,  1,  0,20171212,,
       28462,        23576,         1403,        87026,"SHANDANE",  0,  1,  0,20171212,,
       28463,        23577,         1403,        86990,"SHANDANE",  0,  1,  0,20171212,,
       28464,        23578,         1403,        86977,"SHANDANE",  0,  1,  0,20171212,,
       28465,        23579,         1403,        86995,"SHANDANE",  0,  1,  0,20171212,,
       28466,        23580,         1403,        87010,"SHANDANE",  0,  1,  0,20171212,,
       28467,        23581,         1403,        86997,"SHANDANE",  0,  1,  0,20171212,,
       28468,        23582,         1403,        87012,"SHANDANE",  0,  1,  0,20171212,,
       28469,        23583,         1403,        86976,"SHANDANE",  0,  1,  0,20171212,,
       28470,        23584,         1403,        87029,"SHANDANE",  0,  1,  0,20171212,,
       28471,        23585,         1403,        86992,"SHANDANE",  0,  1,  0,20171212,,
       28472,        23586,         1403,        87002,"SHANDANE",  0,  1,  0,20171212,,
       28473,        23587,         1403,        87031,"SHANDANE",  0,  1,  0,20171212,,
       28474,        23588,         1403,        87004,"SHANDANE",  0,  1,  0,20171212,,
       28475,        23589,         1403,        87017,"SHANDANE",  0,  1,  0,20171212,,
       28476,        23590,         1403,        86984,"SHANDANE",  0,  1,  0,20171212,,
       28477,        23591,         1403,        87015,"SHANDANE",  0,  1,  0,20171212,,
       28478,        23592,         1403,        86975,"SHANDANE",  0,  1,  0,20171212,,
       28479,        23593,         1403,        86999,"SHANDANE",  0,  1,  0,20171212,,
       28480,        23594,         1403,        86982,"SHANDANE",  0,  1,  0,20171212,,
       28481,        23595,         1409,        87415,"SHANDANE",  0,  1,  0,20171214,,
       28482,        23596,         1409,        87398,"SHANDANE",  0,  1,  0,20171214,,
       28483,        23597,         1409,        87391,"SHANDANE",  0,  1,  0,20171214,,
       28484,        23598,         1409,        87409,"SHANDANE",  0,  1,  0,20171214,,
       28485,        23599,         1409,        87378,"SHANDANE",  0,  1,  0,20171214,,
       28486,        23600,         1409,        87412,"SHANDANE",  0,  1,  0,20171214,,
       28487,        23601,         1409,        87377,"SHANDANE",  0,  1,  0,20171214,,
       28488,        23602,         1409,        87386,"SHANDANE",  0,  1,  0,20171214,,
       28489,        23603,         1409,        87388,"SHANDANE",  0,  1,  0,20171214,,
       28490,        23604,         1409,        87417,"SHANDANE",  0,  1,  0,20171214,,
       28491,        23605,         1409,        87394,"SHANDANE",  0,  1,  0,20171214,,
       28492,        23606,         1409,        87399,"SHANDANE",  0,  1,  0,20171214,,
       28493,        23607,         1409,        87389,"SHANDANE",  0,  1,  0,20171214,,
       28494,        23608,         1409,        87384,"SHANDANE",  0,  1,  0,20171214,,
       28495,        23609,         1409,        87403,"SHANDANE",  0,  1,  0,20171214,,
       28496,        23610,         1409,        87418,"SHANDANE",  0,  1,  0,20171214,,
       28497,        23611,         1409,        87379,"SHANDANE",  0,  1,  0,20171214,,
       28498,        23612,         1409,        87387,"SHANDANE",  0,  1,  0,20171214,,
       28499,        23613,         1409,        87382,"SHANDANE",  0,  1,  0,20171214,,
       28500,        23614,         1409,        87401,"SHANDANE",  0,  1,  0,20171214,,
       28501,        23615,         1409,        87411,"SHANDANE",  0,  1,  0,20171214,,
       28502,        23616,         1409,        87390,"SHANDANE",  0,  1,  0,20171214,,
       28503,        23617,         1409,        87400,"SHANDANE",  0,  1,  0,20171214,,
       28504,        23618,         1409,        87393,"SHANDANE",  0,  1,  0,20171214,,
       28505,        23619,         1409,        87419,"SHANDANE",  0,  1,  0,20171214,,
       28506,        23620,         1409,        87413,"SHANDANE",  0,  1,  0,20171214,,
       28507,        23621,         1409,        87396,"SHANDANE",  0,  1,  0,20171214,,
       28508,        23622,         1409,        87404,"SHANDANE",  0,  1,  0,20171214,,
       28509,        23623,         1409,        87406,"SHANDANE",  0,  1,  0,20171214,,
       28510,        23624,         1409,        87416,"SHANDANE",  0,  1,  0,20171214,,
       28511,        23625,         1409,        87414,"SHANDANE",  0,  1,  0,20171214,,
       28512,        23626,         1409,        87402,"SHANDANE",  0,  1,  0,20171214,,
       28513,        23627,         1409,        87421,"SHANDANE",  0,  1,  0,20171214,,
       28514,        23628,         1409,        87380,"SHANDANE",  0,  1,  0,20171214,,
       28515,        23629,         1409,        87385,"SHANDANE",  0,  1,  0,20171214,,
       28516,        23630,         1409,        87408,"SHANDANE",  0,  1,  0,20171214,,
       28517,        23631,         1409,        87407,"SHANDANE",  0,  1,  0,20171214,,
       28518,        23632,         1409,        87395,"SHANDANE",  0,  1,  0,20171214,,
       28519,        23633,         1409,        87420,"SHANDANE",  0,  1,  0,20171214,,
       28520,        23634,         1409,        87410,"SHANDANE",  0,  1,  0,20171214,,
       28521,        23635,         1409,        87405,"SHANDANE",  0,  1,  0,20171214,,
       28522,        23636,         1409,        87383,"SHANDANE",  0,  1,  0,20171214,,
       28523,        23637,         1409,        87392,"SHANDANE",  0,  1,  0,20171214,,
       28524,        23638,         1409,        87397,"SHANDANE",  0,  1,  0,20171214,,
       28525,        23639,         1409,        87423,"SHANDANE",  0,  1,  0,20171214,,
       28526,        23640,         1409,        87422,"SHANDANE",  0,  1,  0,20171214,,
       28527,        23641,         1409,        87381,"SHANDANE",  0,  1,  0,20171214,,
       28528,        23642,         1408,        87336,"chevaughn",  0,  1,  0,20171214,,
       28529,        23643,         1408,        87372,"chevaughn",  0,  1,  0,20171214,,
       28530,        23644,         1408,        87323,"chevaughn",  0,  1,  0,20171214,,
       28531,        23645,         1408,        87330,"chevaughn",  0,  1,  0,20171214,,
       28532,        23646,         1408,        87345,"chevaughn",  0,  1,  0,20171214,,
       28533,        23647,         1408,        87371,"chevaughn",  0,  1,  0,20171214,,
       28534,        23648,         1408,        87331,"chevaughn",  0,  1,  0,20171214,,
       28535,        23649,         1408,        87318,"chevaughn",  0,  1,  0,20171214,,
       28536,        23650,         1408,        87319,"chevaughn",  0,  1,  0,20171214,,
       28537,        23651,         1408,        87335,"chevaughn",  0,  1,  0,20171214,,
       28538,        23652,         1408,        87370,"chevaughn",  0,  1,  0,20171214,,
       28539,        23653,         1408,        87363,"chevaughn",  0,  1,  0,20171214,,
       28540,        23654,         1408,        87325,"chevaughn",  0,  1,  0,20171214,,
       28541,        23655,         1408,        87359,"chevaughn",  0,  1,  0,20171214,,
       28542,        23656,         1408,        87332,"chevaughn",  0,  1,  0,20171214,,
       28543,        23657,         1408,        87349,"chevaughn",  0,  1,  0,20171214,,
       28544,        23658,         1408,        87354,"chevaughn",  0,  1,  0,20171214,,
       28545,        23659,         1408,        87342,"chevaughn",  0,  1,  0,20171214,,
       28546,        23660,         1408,        87337,"chevaughn",  0,  1,  0,20171214,,
       28547,        23661,         1408,        87322,"chevaughn",  0,  1,  0,20171214,,
       28548,        23662,         1408,        87374,"chevaughn",  0,  1,  0,20171214,,
       28549,        23663,         1408,        87364,"chevaughn",  0,  1,  0,20171214,,
       28550,        23664,         1408,        87375,"chevaughn",  0,  1,  0,20171214,,
       28551,        23665,         1408,        87338,"chevaughn",  0,  1,  0,20171214,,
       28552,        23666,         1408,        87329,"chevaughn",  0,  1,  0,20171214,,
       28553,        23667,         1408,        87317,"chevaughn",  0,  1,  0,20171214,,
       28554,        23668,         1408,        87366,"chevaughn",  0,  1,  0,20171214,,
       28555,        23669,         1408,        87326,"chevaughn",  0,  1,  0,20171214,,
       28556,        23670,         1408,        87320,"chevaughn",  0,  1,  0,20171214,,
       28559,        23671,         1408,        87373,"chevaughn",  0,  1,  0,20171214,,
       28560,        23672,         1408,        87356,"chevaughn",  0,  1,  0,20171214,,
       28561,        23673,         1408,        87365,"chevaughn",  0,  1,  0,20171214,,
       28562,        23674,         1408,        87333,"chevaughn",  0,  1,  0,20171214,,
       28563,        23675,         1408,        87324,"chevaughn",  0,  1,  0,20171214,,
       28564,        23676,         1408,        87339,"chevaughn",  0,  1,  0,20171214,,
       28565,        23677,         1408,        87334,"chevaughn",  0,  1,  0,20171214,,
       28566,        23678,         1408,        87357,"chevaughn",  0,  1,  0,20171214,,
       28567,        23679,         1408,        87369,"chevaughn",  0,  1,  0,20171214,,
       28568,        23680,         1408,        87350,"chevaughn",  0,  1,  0,20171214,,
       28569,        23681,         1408,        87340,"chevaughn",  0,  1,  0,20171214,,
       28570,        23682,         1408,        87360,"chevaughn",  0,  1,  0,20171214,,
       28571,        23683,         1408,        87351,"chevaughn",  0,  1,  0,20171214,,
       28572,        23684,         1408,        87328,"chevaughn",  0,  1,  0,20171214,,
       28573,        23685,         1408,        87361,"chevaughn",  0,  1,  0,20171214,,
       28574,        23686,         1408,        87348,"chevaughn",  0,  1,  0,20171214,,
       28575,        23687,         1408,        87346,"chevaughn",  0,  1,  0,20171214,,
       28576,        23688,         1408,        87343,"chevaughn",  0,  1,  0,20171214,,
       28577,        23689,         1408,        87321,"chevaughn",  0,  1,  0,20171214,,
       28578,        23690,         1408,        87367,"chevaughn",  0,  1,  0,20171214,,
       28579,        23691,         1408,        87352,"chevaughn",  0,  1,  0,20171214,,
       28580,        23692,         1408,        87344,"chevaughn",  0,  1,  0,20171214,,
       28581,        23693,         1408,        87341,"chevaughn",  0,  1,  0,20171214,,
       28582,        23694,         1408,        87358,"chevaughn",  0,  1,  0,20171214,,
       28583,        23695,         1408,        87362,"chevaughn",  0,  1,  0,20171214,,
       28584,        23696,         1408,        87368,"chevaughn",  0,  1,  0,20171214,,
       28585,        23697,         1408,        87347,"chevaughn",  0,  1,  0,20171214,,
       28586,        23698,         1408,        87355,"chevaughn",  0,  1,  0,20171214,,
       28587,        23699,         1408,        87327,"chevaughn",  0,  1,  0,20171214,,
       28588,        23700,         1408,        87353,"chevaughn",  0,  1,  0,20171214,,
       28589,        23701,         1404,        87045,"Chevelle",  0,  1,  0,20171214,,
       28590,        23702,         1405,        87161,"JELESIA",  0,  1,  0,20171215,,
       28591,        23703,         1405,        87117,"JELESIA",  0,  1,  0,20171215,,
       28592,        23704,         1405,        87115,"JELESIA",  0,  1,  0,20171215,,
       28593,        23705,         1405,        87146,"JELESIA",  0,  1,  0,20171215,,
       28594,        23706,         1405,        87139,"JELESIA",  0,  1,  0,20171215,,
       28595,        23707,         1405,        87105,"JELESIA",  0,  1,  0,20171215,,
       28598,        23708,         1405,        87095,"JELESIA",  0,  1,  0,20171215,,
       28599,        23709,         1405,        87091,"JELESIA",  0,  1,  0,20171215,,
       28600,        23710,         1405,        87107,"JELESIA",  0,  1,  0,20171215,,
       28601,        23711,         1405,        87134,"JELESIA",  0,  1,  0,20171215,,
       28602,        23712,         1405,        87109,"JELESIA",  0,  1,  0,20171215,,
       28603,        23713,         1405,        87121,"JELESIA",  0,  1,  0,20171215,,
       28604,        23714,         1405,        87135,"JELESIA",  0,  1,  0,20171215,,
       28605,        23715,         1405,        87099,"JELESIA",  0,  1,  0,20171215,,
       28606,        23716,         1405,        87083,"JELESIA",  0,  1,  0,20171215,,
       28607,        23717,         1405,        87123,"JELESIA",  0,  1,  0,20171215,,
       28611,        23718,         1403,        87025,"JELESIA",  0,  1,  0,20171215,,
       28612,        23719,         1405,        87113,"JELESIA",  0,  1,  0,20171215,,
       28613,        23720,         1405,        87133,"JELESIA",  0,  1,  0,20171215,,
       28614,        23721,         1405,        87114,"JELESIA",  0,  1,  0,20171215,,
       28615,        23722,         1405,        87124,"JELESIA",  0,  1,  0,20171215,,
       28616,        23723,         1405,        87155,"JELESIA",  0,  1,  0,20171215,,
       28617,        23724,         1405,        87137,"JELESIA",  0,  1,  0,20171215,,
       28618,        23725,         1405,        87130,"JELESIA",  0,  1,  0,20171215,,
       28619,        23726,         1405,        87157,"JELESIA",  0,  1,  0,20171215,,
       28620,        23727,         1405,        87087,"JELESIA",  0,  1,  0,20171215,,
       28621,        23728,         1405,        87119,"JELESIA",  0,  1,  0,20171215,,
       28622,        23729,         1405,        87084,"JELESIA",  0,  1,  0,20171215,,
       28624,        23730,         1405,        87149,"JELESIA",  0,  1,  0,20171215,,
       28625,        23731,         1405,        87085,"JELESIA",  0,  1,  0,20171215,,
       28626,        23732,         1405,        87163,"JELESIA",  0,  1,  0,20171215,,
       28629,        23733,         1405,        87127,"JELESIA",  0,  1,  0,20171215,,
       28630,        23734,         1405,        87088,"JELESIA",  0,  1,  0,20171215,,
       28631,        23735,         1405,        87129,"JELESIA",  0,  1,  0,20171215,,
       28632,        23736,         1405,        87093,"JELESIA",  0,  1,  0,20171215,,
       28633,        23737,         1405,        87122,"JELESIA",  0,  1,  0,20171215,,
       28634,        23738,         1405,        87158,"JELESIA",  0,  1,  0,20171215,,
       28636,        23739,         1405,        87110,"JELESIA",  0,  1,  0,20171215,,
       28637,        23740,         1405,        87132,"JELESIA",  0,  1,  0,20171215,,
       28638,        23741,         1405,        87142,"JELESIA",  0,  1,  0,20171215,,
       28639,        23742,         1405,        87101,"JELESIA",  0,  1,  0,20171215,,
       28640,        23743,         1405,        87102,"JELESIA",  0,  1,  0,20171215,,
       28641,        23744,         1405,        87154,"JELESIA",  0,  1,  0,20171215,,
       28642,        23745,         1405,        87147,"JELESIA",  0,  1,  0,20171215,,
       28643,        23746,         1405,        87164,"JELESIA",  0,  1,  0,20171215,,
       28644,        23747,         1405,        87150,"JELESIA",  0,  1,  0,20171215,,
       28645,        23748,         1405,        87156,"JELESIA",  0,  1,  0,20171215,,
       28646,        23749,         1405,        87128,"JELESIA",  0,  1,  0,20171215,,
       28647,        23750,         1405,        87148,"JELESIA",  0,  1,  0,20171215,,
       28648,        23751,         1405,        87140,"JELESIA",  0,  1,  0,20171215,,
       28649,        23752,         1405,        87097,"JELESIA",  0,  1,  0,20171215,,
       28650,        23753,         1405,        87131,"JELESIA",  0,  1,  0,20171215,,
       28651,        23754,         1405,        87086,"JELESIA",  0,  1,  0,20171215,,
       28652,        23755,         1405,        87118,"JELESIA",  0,  1,  0,20171215,,
       28653,        23756,         1405,        87136,"JELESIA",  0,  1,  0,20171215,,
       28654,        23757,         1405,        87106,"JELESIA",  0,  1,  0,20171215,,
       28655,        23758,         1405,        87151,"JELESIA",  0,  1,  0,20171215,,
       28656,        23759,         1405,        87100,"JELESIA",  0,  1,  0,20171215,,
       28657,        23760,         1405,        87111,"JELESIA",  0,  1,  0,20171215,,
       28658,        23761,         1405,        87165,"JELESIA",  0,  1,  0,20171215,,
       28659,        23762,         1405,        87120,"JELESIA",  0,  1,  0,20171215,,
       28660,        23763,         1405,        87144,"JELESIA",  0,  1,  0,20171215,,
       28662,        23764,         1405,        87103,"JELESIA",  0,  1,  0,20171215,,
       28663,        23765,         1405,        87092,"JELESIA",  0,  1,  0,20171215,,
       28664,        23766,         1405,        87098,"JELESIA",  0,  1,  0,20171215,,
       28665,        23767,         1405,        87104,"JELESIA",  0,  1,  0,20171215,,
       28666,        23768,         1405,        87094,"JELESIA",  0,  1,  0,20171215,,
       28667,        23769,         1405,        87138,"JELESIA",  0,  1,  0,20171215,,
       28668,        23770,         1405,        87112,"JELESIA",  0,  1,  0,20171215,,
       28669,        23771,         1405,        87145,"JELESIA",  0,  1,  0,20171215,,
       28670,        23772,         1405,        87125,"JELESIA",  0,  1,  0,20171215,,
       28671,        23773,         1405,        87108,"JELESIA",  0,  1,  0,20171215,,
       28672,        23774,         1405,        87152,"JELESIA",  0,  1,  0,20171215,,
       28673,        23775,         1405,        87116,"JELESIA",  0,  1,  0,20171215,,
